"concept_id:ID","name",":LABEL"
"3b81f7e651bfb54045a5bec80221133d8a5ba976cb16c90150763a7f026bf255","轴承","Concept"
"2e849519ee6564ca23baa5d42e530981faeb0105186fc73bc9cbbb7ab0acb1e1","管道组件","Concept"
"e89a5b8e58b2921f8ced24f5fa404473972b9fb8316167b62787746d2e169d72","分区","Concept"
"3f583dfa79f159dfdb9494b2378130cd9b99b2ea00284e1cc054456581122009","监测装置","Concept"
"91ba2edbc29595aacd82741f8351c83043c03fb5bc12af6620f3c7038584609c","设备状态","Concept"
"cbc93761766aa56fde383307a99806d8731e8b80edefea8afafc7b26ca314dee","位置代码","Concept"
"828b32651c10a7f71db425c7b69be4fde6c03c9b1924ad1d490fa64aaaa08133","测量值","Concept"
"559780b30b7ea324536c0b8b15c006887a393e70e6f0a66d95107cbab8f6a002","传感器测点","Concept"
"ba173ddc8d0139419b6cd63b1e5fd706e4590df03fdd643d9e5dc698875ac3b1","机械部件","Concept"
"9e20a485e8b8c3cfe9e1af3578d923f86895b4c37e4a9bda24745783b158e453","采集点","Concept"
"b338428f2d49c4bd541c796645f81510d51f90cd2901429b562bb64980d538d7","控制回路","Concept"
"906e80342a7be3a7af256118cbb3cf03bb49b9eade9d71d8b8f9b86bb43c1faa","标识","Concept"
"2431d6017a8c0f3f04ae910879d325512fe67da765fae6a4fbe0585b3f4e3684","代号","Concept"
"e52c72895fe65a3b6f594324be5f864e5ee96a76e62f83d07f03589ea6f7e292","运行数据","Concept"
"5d7de17fda4b841ff3dbeb940bc733b5a457f66a18fb445c679d49e5038b55b1","控制区","Concept"
"6ada8ba68ec0fdb5f4e383d4ff042065bc0ebcd5d0f7bfc75149ad64c5f5cab6","设备节点","Concept"
"26050859c7ec12455c5c6420d11be1a17d536c5462d723aa738611ed5b775409","参数","Concept"
"b200bd39eacfa8f16e06852e9e89be21c4d793461bef5d78a614e4d6d89fa311","装置","Concept"
"fec1973db526d9591491f576322767b7cd72533025a86bee1f6a39ab309451af","硬件","Concept"
"ee4eea549ec7faf3f87b8b64ffb9d9e4a36a5347c7af106efac371f2425ab68b","测量工具","Concept"
"67d3791a8fbf188515ae91ca0b3aaa5c29764a0e994a20d56a59d4ee3c8f9b56","量纲","Concept"
"4181a2cd21b4e4f88370925680ebf2a64e96eed93d528bc8efce9fee00599621","工程代码","Concept"
"58e529fcb50aca1f6fefdb617d646db8410b2390c8346512af57e5e08e74b24f","机械","Concept"
