:START_ID,:END_ID,relation,concepts,synsets,numeric_id,:TYPE
上海电气燃气轮机有限公司,燃机RDS模块安装调试手册,拥有产权,"['拥有', '产权', '所有权', '占有']",[],0,Relation
燃机RDS模块安装调试手册,DG50011918,资料编号为,"['资料标识', '编号关联', '唯一编号', '编码对应']",[],1,Relation
上海电气燃气轮机有限公司,RDS模块,制造,"['打造', '创造', '生产', '制作', '构造']",[],2,Relation
瑞荟流体技术有限公司,RDS模块,制造,"['打造', '创造', '生产', '制作', '构造']",[],3,Relation
RDS模块,MBA51AP001-KP01 + MBA51AP001-M01-E01,包含液压泵组,"['涵盖', '包括', '蕴含', '包含']",[],4,Relation
RDS模块,MBA51AP002-KP01 + MBA51AP002-M02-E01,包含液压泵组,"['涵盖', '包括', '蕴含', '包含']",[],5,Relation
RDS模块,MBA51BB001,包含蓄能器,"['能量储备', '储存能量', '蓄能装置', '能量容纳']",[],6,Relation
RDS模块,MBA51BB002,包含蓄能器,"['能量储备', '储存能量', '蓄能装置', '能量容纳']",[],7,Relation
RDS模块,MBA53AA191,包含安全阀,"['防护机制', '安全结构', '安全装置', '包含', '释放压力']",[],8,Relation
RDS模块,MBA51AA193,包含安全阀,"['防护机制', '安全结构', '安全装置', '包含', '释放压力']",[],9,Relation
RDS模块,MBA51AA194,包含安全阀,"['防护机制', '安全结构', '安全装置', '包含', '释放压力']",[],10,Relation
RDS模块,MBA53AA002-Y01-S11,包含电磁阀,"['集成', '包括', '包含', '容纳']",[],11,Relation
RDS模块,MBA53AA003-Y01-S11,包含电磁阀,"['集成', '包括', '包含', '容纳']",[],12,Relation
RDS模块,MBA53AA006-Y01-S11,包含电磁阀,"['集成', '包括', '包含', '容纳']",[],13,Relation
RDS模块,MBA53AA001-Y01-S21,包含电磁阀,"['集成', '包括', '包含', '容纳']",[],14,Relation
RDS模块,MBA53AA005-Y01-S21,包含电磁阀,"['集成', '包括', '包含', '容纳']",[],15,Relation
RDS模块,MBA54AA281,包含流量调节阀,"['调节', '流量控制', '阀门', '包含']",[],16,Relation
RDS模块,MBA54AA282,包含流量调节阀,"['调节', '流量控制', '阀门', '包含']",[],17,Relation
RDS模块,MBA53AA281,包含流量调节阀,"['调节', '流量控制', '阀门', '包含']",[],18,Relation
RDS模块,MBA53AA282,包含流量调节阀,"['调节', '流量控制', '阀门', '包含']",[],19,Relation
RDS模块,ISO VG46,使用液压油,"['动力传输', '液压传动', '油液驱动', '使用液压油']",[],20,Relation
RDS模块,填充蓄能器,使用氮气,"['充气', '氮化', '惰性保护', '气体填充']",[],21,Relation
RDS模块,固定水平面,安装于,"['嵌入于', '固定于', '附着于', '安装于']",[],22,Relation
RDS模块,底座安装孔,需固定于,"['锁定于', '定位在', '固定于', '依托于', '依附于']",[],23,Relation
RDS模块,至少1米,需保持与墙面距离,"['避免接触', '留出空间', '间隔设置', '保持距离']",[],24,Relation
RDS模块,环境温度0°C至40°C,需在干燥无尘环境中存放,"['存放条件', '保存要求', '干燥环境', '无尘存放']",[],25,Relation
RDS模块,6个月,存放时间不超过,"['存储周期', '时间限制', '存放时限', '保留期限']",[],26,Relation
RDS模块,未通电,必须在起吊前确认,"['起吊前检查', '必须确认', '确认前', '安全确认']",[],27,Relation
RDS模块,已断开与管路连接,必须在起吊前确认,"['起吊前检查', '必须确认', '确认前', '安全确认']",[],28,Relation
RDS模块,所有部件处于安全状态,必须在起吊前确认,"['起吊前检查', '必须确认', '确认前', '安全确认']",[],29,Relation
RDS模块,60°,起吊时绳索与箱体夹角应大于,"['角度控制', '起吊角度', '安全角度', '绳索角度', '夹角大于']",[],30,Relation
RDS模块,安全检查员指挥,起吊操作需听从,"['指挥', '指导', '听从', '指令', '命令']",[],31,Relation
RDS模块,所有液压连接,调试前需检查,"['前置验证', '检查准备', '预检条件', '检查前置']",[],32,Relation
RDS模块,所有电气连接,调试前需检查,"['前置验证', '检查准备', '预检条件', '检查前置']",[],33,Relation
RDS模块,接口HE的给压,调试前需检查,"['前置验证', '检查准备', '预检条件', '检查前置']",[],34,Relation
RDS模块,物位开关连线,调试前需检查,"['前置验证', '检查准备', '预检条件', '检查前置']",[],35,Relation
RDS模块,温度监控装置连线,调试前需检查,"['前置验证', '检查准备', '预检条件', '检查前置']",[],36,Relation
RDS模块,系统冲洗,调试时需进行,"['排查问题', '调整参数', '测试验证', '修复错误']",[],37,Relation
RDS模块,氮气填充蓄能器,调试时需使用,"['调试工具', '调试依赖', '调试辅助', '调试支持']",[],38,Relation
RDS模块,运输文档签署之日起算,质保期自,"['有效期起点', '保障开端', '起始日期', '保修起始']",[],39,Relation
RDS模块,24个月或36个月,质保期为,"['保障时长', '有效保修', '保修周期', '保修期限']",[],40,Relation
RDS模块,未遵守SGC手册要求,质保失效条件包括,"['无效条件', '失效情形', '失效原因', '不适用情况']",[],41,Relation
RDS模块,擅自改造模块,质保失效条件包括,"['无效条件', '失效情形', '失效原因', '不适用情况']",[],42,Relation
RDS模块,操作不当造成损坏,质保失效条件包括,"['无效条件', '失效情形', '失效原因', '不适用情况']",[],43,Relation
RDS模块,存在爆炸风险的环境,禁止在以下环境使用,"['禁止出现', '严禁进入', '不得存在', '禁止使用']",[],44,Relation
RDS模块,存在有毒性气体的环境,禁止在以下环境使用,"['禁止出现', '严禁进入', '不得存在', '禁止使用']",[],45,Relation
