"concept_id:ID","name",":LABEL"
"cf06d0d1c6984a07d9aa5d7ce7e4d0469235ff7901db147ade0ff0a97769ae31","眼部","Concept"
"7fbaf7e4cd03fb31dc8c62a57243becdad41d36e6b4ed951d54f4c22e02cc44a","精度","Concept"
"0131ee44e69860cb4634d2e17b4543a7f252587eeafa10d50753709e4eb46747","设备","Concept"
"4b0dfddad07fdfd2d7c68d77083eef305d52ed8ad7862d9660b51135e2aaee56","几何面","Concept"
"e1a085845b92331a30f60c308ea979385b2ef0c4bf38277948cbee5f7a1bdc59","设备商","Concept"
"2431d6017a8c0f3f04ae910879d325512fe67da765fae6a4fbe0585b3f4e3684","代号","Concept"
"5b6b478e5186253018c1a22ebe3a1ea5bdb60341e8d280a7433c3222963b6ef0","时序更替","Concept"
"43b8f7808f76dbc39b9c1ea21bdbfeb4cc3326b0bd520e89132708559b5216ba","流体装置","Concept"
"e3b8fa651534383f47b81047a75bf8b525a509557729d71198452e5a51718de7","起始点","Concept"
"4a964e8caadd347c7ab572b97dd472627ffebd71d0d840449c3660b2a3154645","安全警告","Concept"
"582ecb74939a213ba99c80995a146db54b936bb69eef537c9938c3b92e6dc552","流体传输","Concept"
"5561fa528140bf7e91cd89159b04ace292b0f81b0930efd05b79c9140af375f6","调试规范","Concept"
"bdaeb292bca43b2d691b9ba7ff5d728b91e24d2575a0a7694489cf9682580d2e","污染损坏","Concept"
"a021f7832e83f3fe19ab2d67c420e0ae8f4d7cd06740893a538fb05ed15460ec","电机错误","Concept"
"b01c2b3969be5437af1b6a7b3bb5959c06794f9420137d55cbe24c7914b83f34","系统简化","Concept"
"3f583dfa79f159dfdb9494b2378130cd9b99b2ea00284e1cc054456581122009","监测装置","Concept"
"9b35e1f467d1b034e62fd46740a7bc0f473fe3e838503e436583423489b384c9","溢出","Concept"
"6f2bdaec50dff67cc663074d57a6a904fcfe4bd42cd30009bb8bd65cae1923e3","工艺","Concept"
"81f724e5b322debfb114ddf2bdb88df11b1f99a724ba84434c63035e9e87f940","作者","Concept"
"2c164465300511421741f3e3f3a4a6168bf70da1ab1631c0b49d4a3aa49a49f4","系统准备","Concept"
"5024ee39b8b9e38fce76cfb554a99138b90c4527277fb6134299eae0c660a947","注意事项","Concept"
"1d4397824e00e0c8189a5d7c920c495f82e0b7ce6dd767edb6396413ad3d4aa0","执行","Concept"
"b5df9d6910ec8de1d3165a0faf75bab018fa1011f73eb56cb867b260527306e7","测量确认","Concept"
"17bfaf31ef650f75da7259dd33095fcbec62a403b8017e5958d0ad9b9e9782cc","绝缘","Concept"
"6b0c1338407adcf88f6a46d11e27f74d5ca3f7bcc0c7e1e9d4c6d4a0f521e27f","知识产权","Concept"
"8e384a98952192f1c1eceb865db116f395a9cce30ae6e8ac97ded18077dbb053","机械操作","Concept"
"ee97fed14631178c4c7ce7f67c5dde28cb78fb29cf291fcf53f082c57f3d60a8","清洁维护","Concept"
"bf5fd9b52a67b28d573d460a0f2c7c37561e01955d10d24cc6584759295c2823","符号","Concept"
"c69566f6dea60731539e503e1119933092dcbdfbc2008025e49d82caf0fb480a","测试","Concept"
"57488ddfd27dd04fce636b9ff9da9b9e4b20523933724f5e8ee0d6e498d24d3b","泄压","Concept"
"80b2fff1b2d0797013be75f40738dc00219a46fefd9e888ca79a9c29b24ec69b","安全规范","Concept"
"907c0dfec04184474634aed040464f9d82a2e323065ac7d176ab5cbd6a66c76e","旋转控制","Concept"
"2bb00a44c7c11241d937869081630c0cf8755d0be0efd643731d381dd98b7aaf","危险品管理","Concept"
"25172a5b9762dc5c63ed1c9383485376e28c2ab1de58e553d1a3f5f50b3381a6","限制","Concept"
"5a737fffe622c35095813ea6ca2d8d7268322218cb11404a1642b842f29b306c","前提条件","Concept"
"29565b082ea932e81377786c9fd083e764e05ed758ef650e97affbfdcc5da3bd","页码","Concept"
"ea3991a58bafd67110bff434ae28cf04405a59f4a8d6c996a378bf367f7e1af7","从业者","Concept"
"0ce5fb861ef56c068ac7531e5eda8270778f0f7de97a6b0c520229782119d108","系统检查","Concept"
"bd387060d5fedd1637427d8ed86b39c89dd55f24bdc15e56314a1b8ac69e1c08","人身伤害","Concept"
"70608d6b1228a2ef37dd14e71321da77d31fa9936951e129d03af0bbea659b1e","流体喷溅","Concept"
"e039a067e88779670e188c19d74c293c97298d8bf92d93a2af53087b735bdc05","异常检测","Concept"
"44edb5eff9124e80adbd63930db823bc9b394feb313624d86a12c6c41f3f09b5","故障风险","Concept"
"ec38a66361c73d54792efdf7c33da1ab829ca6197ad9375bd4894fa0867c6085","立即关闭","Concept"
"31c91c3c2124b0d8b5ffc2ef1ea03145eeee58979467b27cd241510d3c847d5f","方向","Concept"
"83fa3e44fdc10da6b5901a27127c4153662b31e008eb63ab2c12e67a06bfc35d","技术人员","Concept"
"ad0331fe9b0102f6319fe55d582a3da089fde2cae5fa163c1efe804396dfbb14","安装手册","Concept"
"f8a1d27459e3e01c7452da7f734fcd557c8558e54e247f1efe162d566767349a","警示","Concept"
"1b6b4a2a1a3ac3257a5dc6c29f18e1fd8e2ea3cb14cd6365c97c6bded32dd741","环境问题","Concept"
"59b3b597ecb92db74cd44b8bf668acdf9af5e1f2f48b9a03986f10f8231a94df","违规操作","Concept"
"d1b2bfb847ba947293dd33ed30f5fa0245dd589996c2252f2b37801853f48501","失常","Concept"
"df3505e781f7e2eb2cb76e3677dc0d85852461b0b7db8cfc0bdbdd88ca333049","故障","Concept"
"c76745e28d2c06a815183ba3db5a2aad0bdc13b8eb373ba662d0e854af442f4a","流程结束","Concept"
"b54acba4043453f256a43a3999a20025c995dce38c4204c2657798df28679a31","产品手册","Concept"
"02c4ffd590862b16c368b2fa6d08f2185d8b0a9673e5331a727cc17df2c489ec","关联","Concept"
"cacc363c21430d60b5b3ed40f25f078c9e66baf45e578e6a0386dc1cfdac22e6","接口","Concept"
"f8c3b67144de103272a21d95c190f0714b0b3c8aaf6415ecef627bf385cd17cc","高纯度","Concept"
"0f9e0e988faf84bd77ee10cf735fb4b30f7b48902e9821fd092bddb0122ee12b","调试指南","Concept"
"5f0037b895127414ff8f7a17066931a91dfe692fa1025fc33b711f68cf817428","纯度控制","Concept"
"9c7d295a61d1d8e7a113a229bf9ffae4ab88955a57c00dd4744b066e6088b5f8","泵失效","Concept"
"26e512cfaca0742a0e9c05f4c7c49bc00cc11a0a8644338b0b57bf83b0ab6707","风险提示","Concept"
"e98dc210610aca7cc671fb09c8031ef87048e07be6142f034ae71b9496b2024e","运行安全","Concept"
"3960aeef3ea1a043b1b04d05c29090c1cd17d6c8e05cbc97f96505ceba099145","准备","Concept"
"16ed3b7482d1bf8ac7f8eedd0edb3f80448e954d296aadeabdd2957ec2499f76","启动程序","Concept"
"008beabb051d94b9b0827a0a75965d5a874752548460c93ffab8251127858b0f","安装缺陷","Concept"
"1a18b536175a8133123c1a7c210553bf3e8dfa8df8afefc27107b2d8c225ca8a","管理","Concept"
"735ca2b82c50dc9bc0c2cab82b206d1f639ab603f274cbe032b23f02bdaadce9","应急","Concept"
"d84b80445e3206d904f29d154318b145019a2b34b90d6f4f589a6101a950eb55","危险环境","Concept"
"5e88a885f4e34ec9a79dd2fc2c52f51287f480bd351fa96a27129eb9c9c5e467","停止","Concept"
"b033700fff10b46d0b00207c17b2749484f4b36b8ee4e514764046c71daaead4","起吊","Concept"
"2029cc24c1a200244700e52ae9f79fe0f0fa0bcaa7ca11dfe86995585f6c07dc","调试文档","Concept"
"4eae1bc6931de5861483f35a1465df6d556274a41b985515c22d52f9ae04d572","健康风险","Concept"
"b43d868776f9a99dd0450c5fc54141f4944698e8d476294313a85c4ea035f1ac","模块调试","Concept"
"9abdf4bc425953d267680e4edab359b1e6eff989028327a57c4c1f0d4258019b","系统隔离","Concept"
"17c856404923bc20a3d6c248019faad720472b9f7564823c050ea93fc563ff7d","空间检查","Concept"
"c014257ec3993b12b4e00a360af42968dab2b462f63128f8ca1edbc27b167c41","系统故障","Concept"
"62ef914df93b3a66377c1fc0348d29508b11564d0893de2f0ed2ef87ca525113","文件","Concept"
"a5674e0cb6b0a86350833ba612532bd0c006bba004fb6081296eddbf6540d19e","指标","Concept"
"21322675b121de72ddcc1ab31565f92e8bb7be802af94317043d31c674ba7674","测量装置","Concept"
"6cc7a19e768c3ea31eaf98b14b2dcf33ec23e2737a8818f00c1b622480c40901","安装点","Concept"
"a930feb931bfe5d9e5cee11b51a65880ff810088abce64cc5b668dad8df32997","运行中","Concept"
"55a07a1ada76d64da09669104b490f6cb12f0c1d24138ee726f9917110099753","热力学","Concept"
"346b344b03e6e8d7af212ba0f857f1c38b113117ed3be563a735724326ff020b","气体纯化","Concept"
"cf293b493a97e37fe4677a65ba82bbab733b87d96dd1e2f8655d821c0cf22f35","气体","Concept"
"c94913b738c93ac37bfaa047604125458b457a21634499f0f45acbb00049c862","连线","Concept"
"d38dcf99e0768cb78bc2994774e0d0d65bb9e4034c449e345498e7503c2688dc","安全处置","Concept"
"50b29df10b0a36ff3cf41de79e786ba7ef3daea108e3a0d59408ee5a9ca2b923","风险","Concept"
"c3894d1527eebdfe723aa12d1a12c1dd6262536ef04ff9c86fb39695a0c959c3","终结","Concept"
"afed2cb422d6ebb9b993062e59893a87dff7a76b961c6abea031198b10385746","规则","Concept"
"54fbdabc592305f3b0ee7b339e6f2b9551157cde9676a1db337a83b97a183229","泄压确认","Concept"
"987e6b174563b35863a70210dc82daeee8fe312ddc468cc37609170664350e12","规格","Concept"
"7b78e9ee304dd0533cb027e033d9d7fddeb3007519d1b1c8df580395c6da8fec","团体","Concept"
"8dfab9bbe16c03f26b4c5b0bcdd808ab0902dba0bf1e75715cd2d34fc8b8082a","防控","Concept"
"cc028fe7e48cf052446c7ea77e97c7e016a167a5bf61ab566d4b0a53acfc52a3","材质","Concept"
"64a2ab25ff4da4a9098009cca7d4c1ef43d325b0c00bd874505e4792309baffd","机电设备","Concept"
"f82cf3902e6c3425cd45aca5b5d6b5292500d6794a99f1717624ef99f89dc39f","拆卸条件","Concept"
"324f9af65246c18644f2238d5ecbef5cf609b2f1169d2a56e60853f78a439d25","电磁装置","Concept"
"fe14b897e15271c6f0502ba90949b663b087da8e7ad4906914dc498fc1ea902d","停电","Concept"
"4055a44ca7e334afa2f79fabf4cc7bbd08f61ece080c7515be6486e9148823d3","温度","Concept"
"c03dbb3201cccc98ef8a445796767f74df4aac3b3125bf22a564b34614c40175","专业操作","Concept"
"9dc7dd60523cb1df00564b56978c8aa25451800cb79e3bf4e11adc301ca7d0ec","系统安全","Concept"
"ce507ffde418689dc27b31a9721cb0f1540867fd1941413fe61c334e6e75832d","变更","Concept"
"8a70a48e15fde8a3f69f0614e6b4c6e330476cc11e74d70fb3d60ac077323704","空间保障","Concept"
"898a898d6a37d0a03842ceb85496324c4ad84be82a03d0927f3ab3ad047713c8","压强","Concept"
"e1b164de5e8842906d964630fc0369bfc1496b812e4613983c8d0a2e5a73e2f5","图标","Concept"
"8a4f3ce99794abf21a6a81d4e4ad3d60622b1d93394ae27d59539180fe36dde4","动力装置","Concept"
"997ee39bb64de12774494134c3b8d4a31df4300a4ce2b7a4f988c5a6bcf861eb","监测设备","Concept"
"25d977b90cfe5911e9f496143404a3e61981e1e8992dd62fc85769588d941aa0","排查","Concept"
"90ab38175a959717f30bd92d587b00327234b00343d20fd3e73416edc2b06b17","应急处理","Concept"
"35609b2b75b5c9a83867130ef10eeb2e5cf20ae5b76bf8c429de9705bffd225d","停顿操作","Concept"
"4860d2928df873d60f47ce886de6adb75c3f6fff5ce3c0922ed615db03bdc55a","标志","Concept"
"4d6f11824bbe0bbe93b251753a04a2739f0fc97941d53c84091c5a9260e3b0f5","机密管理","Concept"
"10dc8678ab2ad75d40eb813785fa2ec4449415eb4be8a8344bd43abeb389716e","氮气填充","Concept"
"7cb3819c5e1985a03b3d0596f1f4aefdce3c08eb5c5c0233a9887ea55a533e94","排气操作","Concept"
"26f99c2aea3ee64854c32a2f12591b526177a6f4c1d3bf835bbd58b36fb0f3ef","锁紧","Concept"
"4b574c5ab2efdd3e057c665e14a58b7ba13a2ae4bd2edca7d92abc3f36238991","零件","Concept"
"5790fbc0d7afb638831313de8a26d05483f3f91382a7989c97da7fc4b0ec3004","开口","Concept"
"9978b6e5c64df05e63a6c15f19b70c284067d2a382ad434a9892b42bf9800f5d","危险事件","Concept"
"22d3f1786a347622d3ba32fb2e9c78c92cdee18be7622e486a8ec9ef8e604e17","时间","Concept"
"d253dde89f517ead2e8134432507f29167d541b5c98acc1add33c6ce073ff838","维护准备","Concept"
"bdb02872e3f6b54365423e63efa6ba84e31953d8e8b8f7373d5a8f996c16770f","安全警示","Concept"
"5a8efffff9357d2508d8ce6c534d56e9dcd58c3208c85c7acc8fbc06b9188d34","系统","Concept"
"4a8c8fb1b9e9c0e53c75cd58ab17f1dcc133ed1d651d4bacba3680d8bb6956de","附件","Concept"
"ce857fabf59d67df7dc92853c387bef7ed3585b634c77471012d31b9fde59f60","技术文件","Concept"
"17b00d0f48df6d5df368397c308c1980faf8f9d9e9f640aae81e0147ec20bb98","工业仪器","Concept"
"079a839af13a1b88a45677fd0143452cf6b69e023b409e5bbca4de61bc9c0e1a","责任划分","Concept"
"5cac2e6c57dca6370a187c8a9bf4fb3bae437de8e44ae999ee344d72ac78f3c7","停顿","Concept"
"ee9b88a478024737b2b2f85320b6016fe5ae283af1842ea48e06b65db3223d5f","人身保护","Concept"
"79b1a18c6b41d23a84c430bb513ccffe9d94202929ecc087eaad692df72b4c6b","泵","Concept"
